작성일,책제목,제목,출처,내용
2006-11-22,스프링 인 액션: 오픈소스 자바 IoC/AOP 프레임워크,[신간] 『스프링 인 액션』과 『리눅스 문제해결』 세트,http://www.acornpub.co.kr/blog/52,"『스프링 인 액션: 오픈소스 자바 IoC/AOP 프레임워크』가 출간되었습니다. 

이번 스프링 책의 표지그림은 다른 때보다 더 멋집니다. 책에도 들어있는 이야기지만, ""인 액션 시리즈""의 표지 그림은 패턴이 비슷하죠. 매닝 출판사의 편집인이 맨해튼에 출장을 갔다가 벼룩시장에서 산 책, 『오스만 제국(1802년 출간)』에 실린 의복 일러스트 컬렉션의 그림을 가져다 쓰고 있다고 합니다. 그림에서 200년 전 무렵의 화려하고 다양한 복식형태를 엿볼 수 있습니다. 

예전 한 디비디 잡지에서 영화 '매트릭스 3'가 개봉한 달이었던가 매트릭스 트릴로지 디비디 출시 기념이었던가 정확히 기억은 나지는 않지만, '네오, 트리니티, 모피어스' 세 가지 버전으로 표지를 다르게 디자인해서 매트릭스 매니아들을 뽐뿌질했던 게 기억이 나네요. 책마다 제각기 다루고 있는 주제는 모두 다르지만, 에이콘 인 액션 책들을 모으면 오스만 제국의 멋진 복식 컬렉션을 갖는 셈이기도 하겠습니다. :) 소장해보시죠! ㅎㅎ

리눅스 개발자들을 위한 희소식입니다.『리눅스 문제 분석과 해결』과 『리눅스 디버깅과 성능 튜닝』이 『중급 개발자를 위한 리눅스 문제해결 세트』로 묶여 좀더 부담없는 가격으로 독자를 찾아갑니다. 이제 이 세트 하나면, 그간 리눅스 관리자와 개발자들을 괴롭혀온 어떤 골치아픈 문제라도 거뜬히 해결해 나갈 수 있을 거라 믿습니다.

세트 출간 기념으로 구입하시는 독자 모든 분께 지난 11월 5일 전경련 회관에서 있었던 제6회 KELP 공개 세미나 자료집을 하나씩 드립니다. 자료집에는 역자이신 박재호님의 ""C언어 환경을 위한 고급 디버깅 기법""에 대한 발표자료가 들어있습니다. 한정본(!)이니 가까운 대형서점이나 온라인 서점에서 서둘러 구입하시기 바랍니다. :)"
2006-11-29,"이클립스 RCP: 설계에서 구현, 배포까지 자바 GUI 애플리케이션 개발의 모든 것",[신간] 『이클립스 RCP』,http://www.acornpub.co.kr/blog/54,"『이클립스 RCP: 설계에서 구현, 배포까지 자바 GUI 애플리케이션 개발의 모든 것』,
꽤 긴 부제를 단 신간이 드디어 출간되었습니다.

위 네온보드에 적힌 오늘의 주인공이 나타나지 않아 아쉬웠지만, 아이스크림 큰 통 하나를 사들고 온 플렉스 감수자 태완님과 에이콘의 경사스런 자리에 늘 빠지지 않으시는 재호님이 오셔서 함께 축하해주셨습니다.

 이 책은 이클립스 3.1의 새로운 RCP 기능뿐만 아니라, 실제로 활용가능한 상용 수준의 채팅 클라이언트인 '하이퍼볼라'라는 메신저를 개발하는 과정을 단계별로 살펴봄으로써 실전을 통한 이해를 높이고 있습니다. 
이클립스 RCP를 사용해서 GUI 플랫폼 고유의 특성을 살리는 리치 클라이언트 자바 GUI 애플리케이션을 개발하고 배포하려는 개발자들이 필수로 갖춰야 할 책입니다. 책 곳곳에서 나오지만 설명이 유보되는 SWT에 관한 논의는『SWT/JFace 인 액션』을 함께 살펴보시면 많은 도움이 될 것입니다.

역자이신 석호님, 고생많으셨습니다. 다음 책도 열심히 노력해서 잘 만들어보자구요. ^^*"
2006-12-14,이클립스 RCP,[지상중계] 이클립스 시리즈 에디터 장가가던 날!,http://www.acornpub.co.kr/blog/61,"에이콘 이클립스 시리즈 에디터이자 『이클립스 RCP』역자인 양석호님이 며칠 전 혼인식을 올렸습니다. 대학 동창인 아리따운 아가씨 정현우님을 신부로 맞아들였습니다.
에이콘 여성 팬들의 포기(?)를 종용하는 멋진 예식이었습니다. 지금쯤 몰디브 어디에선가 세상과 단절하고 꿈같은 신혼여행을 즐기고 있겠지요.

평~생 행복하세요~! ^^

아래 사진은 사명감(!)을 늘 마음에 담고 사시는 훌륭한 개발자 김형준님의 사진입니다. 어여쁜 두 공주님을 모시고 오셨더군요. (사실 부인님이 정말 미인이셨어요!) 이날 결혼식에서는 성원호님, 박재호님, 이희승님, 최재훈님 몇 분의 에이콘 역자를 만나뵐 수 있었습니다. 안타깝게도 사진에는 담지를 못했네요. -0-

두번째 사진은 드디어 NHN과 어깨를 나란히 한(!) 에이콘 출판사의 사진입니다.
(이 문장만 보면 왠지 파격적인 신문 헤드라인 기사 같군요. ㅎㅎ)"
2006-12-19,고급 웹 표준 사이트 제작을 위한 CSS 마스터 전략,『CSS 마스터 전략』드디어 출간!,http://www.acornpub.co.kr/blog/63,"『고급 웹 표준 사이트 제작을 위한 CSS 마스터 전략』이 드디어 출간되었습니다.
만박닷컴에서 뜨거운 성원 속에 트랙백 이벤트도 열리고 있으니 많이 참여해주세요!

무엇보다도 갑작스런 복잡 미묘한 상황에서도 다들 열심히 노력해서 만든 책이어서 더욱 보람이 큽니다. 감사 인사 말씀 안 전할 수가 없어서 몇 자 덧붙입니다.

늘 훌륭한 동반자가 되어주시는 시리즈에디터이자 역자이신 더블트랙 박수만님 고생 많으셨습니다.
그리고 힘 북돋워주신 사장님 정말 감사합니다. 믿어주시고 용기 주신 사장님 덕분에 저희들이 큰 힘 얻었습니다. 
능력 200% 발휘해준 에이콘막내 hjy, 마음 든든하게도 옆을 지켜줘서 고마우이. 쓴소리 들으면서도 열심히 해준 에이콘꼬마 jiae. 늘 표정 한번 찌푸리는 일 없이 궂은 일 마다하지 않는 young. 홍스. 백업해준 Suah씨. 모두 수고하셨습니다. 아.. 우리의 정신적 지주 디오이즈 성사장님 모두 고생 많으셨습니다 ^^ 
그나저나.... 아직 독자들의 평가가 남아있네요. 독자 여러분. 저희 책 많이 사랑해주세요!"
2007-01-05,The TCP/IP Guide,[마감중] TCP/IP 완벽 가이드,http://www.acornpub.co.kr/blog/71,"<No Starch Press에서 출간된 원서 『The TCP/IP Guide』사진>
최신 TCP/IP 프로토콜을 알기쉽게 설명하고 집대성한 완벽 바이블!
TCP/IP 프로토콜 슈트에 대한 최신 참조서적으로 초보자와 전문가 모두에게 관심을 끌만한 내용을 담고 있다. 
TCP/IP 인터네트워크를 동작시키는 핵심 프로토콜, 가장 중요한 전통적 TCP/IP 애플리케이션들을 자세히 설명하며, IPv6에 대해서도 광범위하게 다룬다. 350개 이상의 그림, 수백개의 표로 복잡한 개념을 이해하기 쉽게 설명하고 있다.2007년을 여는 에이콘의 첫 책을 소개합니다. 두둥~
www.tcpipguide.com으로 유명한 Charles M. Kozierok이 저술한 『The TCP/IP Guide』의 한국어판 『TCP/IP 완벽 가이드』가 곧 독자를 찾아갑니다.아마존 서평 별 ★★★★★를 기록하고 있으며 총 88장, 장장 1600페이지에 달하는 이 책은, 수많은 그림과 표를 넣어 알기 쉽게 설명했으며 지금까지 출간된 그 어떤 책에도 비할 수 없을 만큼 TCP/IP에 대한 내용을 완벽하게 정리하고 집대성해놓았습니다. 이 방대한 책을 집필한 저자뿐 아니라 번역에 참여한 서울대 정보보안 동아리 《가디언》선후배인 역자 강유, 김진혁, 민병호, 박선재, 그리고 H님, 정말 고생 많으셨습니다.

에이콘 해킹 보안 시리즈 에디터이자, 에이콘 초기 역자이며, 에이콘 책을 가장 많이 번역했고 『강유의 해킹&보안 노하우』라는 에이콘의 첫 저서를 써낸 강유씨의 사진입니다. (이야, 이렇게 써놓고 보니 온갖 신기록 보유자인군요! 대단해요!)
사실 이 책을 편집하는 에이콘 편집팀도 긴 원고를 읽느라 매일 허덕였는데 이 두꺼운 책을 번역하고 리뷰까지 모두 마친 그를, 우리는 ""괴물""이라고 부릅니다. ㅡ.ㅡ 무엇보다도 무슨 책이든 너끈히 번역해내는 실력과, 어떤 어려운 작업을 부탁해도 마다하지 않는, 얼굴보다 더 고운 그 마음씀씀이에 감사할 따름입니다. 올해는 좋은 일만 가득하길~ :)

김진혁, 민병호님의 사진입니다. 아마도 책에는 사진을 싣지 못할 것 같아 블로그에 올리는데, 설마 초상권 운운 하시지는 않겠죠? ^^ 미국 유학 중인 박선재님의 사진은 못 실었네요. 번역 Kick-off 미팅 하던 날, 용감히 꽃등심을 시켜 맛나게 드시던 기억이 떠나질 않네요. ^^ 책 출간되면 모두 한번 오세요!"
2007-01-12,How to Break Web Software,요즘 재미있게 일하고 있는 책,http://www.acornpub.co.kr/blog/73,"『How to Break Web Software』의 한국어판인 『웹 애플리케이션 해킹 대작전』(가제)의 원고를 열심히 읽고 있습니다. 과감히 ""웹 소프트웨어를 깨부수는 방법""이라는 원제가 붙은 책입니다.

이 책에서는 웹 애플리케이션을 설계하고 코딩하는 데에 있어서 주의해야 할 많은 정보가 들어 있습니다. 악의적인 입력, 검증을 우회하는 방법과 허가 검사에 대한 전형적인 예뿐만 아니라, 특정한 설정/언어/구조로부터 어떤 문제점들이 발생하는지 살펴볼 것입니다.사실 해킹과 보안 서적을 어느 한쪽 분야에 속한다고 딱히 양분하기란 쉽지 않습니다. 하지만 해킹과 보안은 동전의 양면과도 같다는 걸 너무도 잘 아는 명민한 독자들은 자신들이 취하고 싶은 내용을 정확히 낚아 챕니다. 우리 책 『구글 해킹』이나 『네트워크를 훔쳐라』에서도 마찬가지이지만 해킹을 주제로 보안에 대한 내용을 에둘러 설명하는 책들은 무슨 이유에선지(!) 역시나 인기몰이를 하더군요.

저희 편집자 수준에도 쉽게 읽히고 재미있는 걸 보면 독자여러분께 적지않이 사랑 받으리라는 생각이 듭니다. N모사에서 보안 업무를 맡고있는 윤근용님이 번역하고 강유님이 감수한 이 책, 열심히 읽고 1월중에 출간해야 할텐데;;;. 이 책도 기대해주세요~!"
2007-01-23,TCP/IP 완벽 가이드,[출간] TCP/IP 완벽 가이드,http://www.acornpub.co.kr/blog/77,"많은 분의 기대 속에 『TCP/IP 완벽 가이드』가 드디어 출간되었습니다.

또 한 권의 책을 세상에 내놓으며...
1600페이지를 꽉~ 채운 충실한 내용으로 TCP/IP에 관한 절대 비급을 전수해드릴 수 있는 훌륭한 책으로 독자 여러분께 많은 사랑을 받기를 바랍니다. 
(마치 애지중지 아끼던 보물을 세상에 내놓는 기분입니다. 왠지 제 눈에는 아쉬운 점도 보이고... 기대가 크고 그간 공이 많이 들어가서겠죠?;;;)

이 책은 TCP/IP에 대한 완벽한 온라인 참조 매뉴얼인 ‘The TCP/IP Guide (http://www.tcpipguide.com/)’의 내용을 기반으로 하고 있다. TCP/IP에 관한 내용을 설명하는 책들이 많지만, 이 책만큼 TCP/IP의 ‘모든’ 부분에 대한 내용을 이렇듯 ‘자세하고’도 ‘쉽게’ 설명한 책은 없다. TCP/IP 프로토콜의 하위 계층에서 상위 계층으로, 개요에서 구체적인 설명으로 진행되는 이 책의 전개 방식은 네트워크 프로토콜에 관심 있는 모든 독자의 갈증을 풀어줄 것이다. 특히 어려운 내용을 쉽게 설명한 저자의 능력은 정말 감탄할 만하다. 초보자는 이 책을 처음부터 한 장 한 장 읽어나가며 네트워크에 대한 기초를 잡을 수 있고, 네트워크 전문가도 자신이 미처 알지 못했던 네트워크 프로토콜에 대한 지식을 참조하는 데 이 책을 활용할 수 있다. 
- 옮긴이의 말 중에서..."
2007-01-25,예제로 배우는 Adobe 플렉스 2,"플렉스 증쇄 자축! 박수, 짝짝짝..",http://www.acornpub.co.kr/blog/79,"지난 해 9월 말에 출간한 『예제로 배우는 Adobe 플렉스 2』의 증쇄를 찍었습니다.
초판인쇄 분량도 통상적인 기본 인쇄수량보다 많았으니, 넉 달 남짓한 짧은 기간 동안 많은 분이 사보시고 호평도 주신 덕분에 좋은 결과 얻을 수 있었던 것 같습니다. 

이번 판 저자 소개 페이지에는 얼마전에 득남한 저자 옥상훈님과 귀여운 붕어빵 아들의 사진으로 바꿔 넣었습니다. :)


몇 가지 오류 사항도 수정했고, 또한 '플렉스 빌더, 데이터 연동, 플렉스 2.0.1 버전, 아폴로, 우리 책'과 관련해 독자분들이 저희 도서 정보 페이지 ""토론방""에 올려주신 많은 문의사항과 저자의 답변 등을 한데 모아 책 뒷부분에 추가해서 실었습니다. 혹여 초판을 사신 열혈 독자분들이 서운해하실까봐 팬 서비스(!)의 일환으로 PDF로 만들어 도서 정보 페이지에 올려두었으니 참고해 보시기 바랍니다.
올라오는 질문마다 정성껏 답변 해주시는 저자 OkGosu님, 감사합니다! (한턱 쏘세요~) ㅎㅎ"
2007-02-08,SWT/JFace 인 액션: 이클립스 스타일로 만드는 자바 GUI 애플리케이션,SWT에서 RCP까지 이클립스 애플리케이션 개발서 세트,http://www.acornpub.co.kr/blog/82,"『SWT/JFace 인 액션: 이클립스 스타일로 만드는 자바 GUI 애플리케이션』과 『이클립스 RCP: 설계에서 구현, 배포까지 자바 GUI 애플리케이션 개발의 모든 것』두 권의 책이『SWT에서 RCP까지 이클립스 애플리케이션 개발서 세트』로 묶였습니다. 

이 두 책은 SWT/JFace와 RCP 등 이클립스 플랫폼 개발에 대한 최신 기술을 다루는 국내 유일의 번역서들이기에 이클립스 개발자들에게 많은 사랑을 받고 있는 책입니다. 둘이 하나가 되니 조금은 홀가분한 가격에 구입하실 수 있게 됐습니다. :)


여기서 잠깐 에이콘 이클립스 프로페셔널 시리즈 에디터 양석호님의 말씀을 들어보겠습니다. 이클립스를 공부하거나 실전에서 활용하시는 분들께 많은 도움이 되기 바랍니다.

▷▶ 두 책이 중복되는 내용은 없나요?

이 두 권의 책은 각각 이클립스 RCP 개발에 꼭 필요한 내용을 모두 담고 있으면서도 신기하게도 둘의 내용은 거의 중복되지 않습니다. 이클립스 RCP의 핵심 구성 요소 중 하나가 SWT/JFace이긴 하지만, 『이클립스 RCP』에서는 플랫폼을 강조하다보니 UI 프로그래밍의 상세 내용을 다루지는 않기 때문입니다. 또한 『SWT/JFace 인 액션』으로 SWT/JFace를 상세히 학습했더라도, 그럴듯한 애플리케이션의 면모를 갖추려면 SWT/JFace 만으로는 한계를 느낄 수도 있습니다. 

이처럼 두 책은 서로 부족한 부분을 다루고 있을 뿐만 아니라, 학습서 성격의 『이클립스 RCP』와 API 참조문서 성격의 『SWT/JFace 인 액션』은 스타일조차도 서로 보완하고 있습니다. 
▷▶  두 권을 어떻게 활용하면 좋을까요?

처음 시작하는 개발자라면 『SWT/JFace 인 액션』의 전반부에서 SWT를 활용한 GUI 프로그래밍을 살짝 맛본 다음, 『이클립스 RCP』에서 완벽한 형태의 GUI 애플리케이션을 개발해 보고, 『SWT/JFace 인 액션』의 후반부에서 좀 더 다양한 SWT/JFace 관련 주제에 대해 익히는 순서가 적당할 것입니다."
2007-03-07,Easy Start! 웹 개발 2.0 루비 온 레일스,[드림걸즈] 꿈을 향해 나아가는 당신에게!,http://www.acornpub.co.kr/blog/93,"음악과 문화를 사랑하고 즐기며 일하는 에이콘! 어제 『Easy Start! 웹 개발 2.0 루비 온 레일스』 마감을 자축하는 기념으로 사장님, 저자 황대산님 등 모두 출동해서 드림걸즈를 보러 갔었습니다. 진작 OST를 얼마 전부터 듣고 있었지만 OST만 들으니 아무리 그 느낌을 떠올려보려 해도 잘 느껴지지 않았는데 영화를 보고 나니 이제사 귀에 쏙 들어오는군요. :)영화 드림걸즈는 듣던 바대로 화려한 노래들의 성찬이었습니다. 다이애나 로스라는 유명한 흑인 가수의 모태였던 슈프림즈와 당시 흑인 음악의 산실이었던 모타운 레코드사의 비화를 담은 82년 뮤지컬 ""드림걸즈""를 영화화했다는 줄거리만 보아도 어떤 영화일지는 감이 옵니다. 모타운 레이블에 익숙하고 그 옛날 음악 프로그램 '솔리드 골드'를 열심히 찾아봤던 사람이라면 2시간 여 동안 끊이지 않는 노래와 줄거리에 아주 가볍게 몰입하실 수 있을 겁니다.

사실 흑인가수들의 이야기를 담은 영화이지만 디트로이트 폭동 장면이나 마틴 루터 킹의 컷이 에피소드처럼 지나가며 이야기를 겉도는 장면을 보자면 인종 문제를 제대로 그려낸 스파이크 리의 영화들에 비하기에는 그 소재가 조금 아깝다는 생각도 들었지만, 뮤지컬을 옮겨놓은 영화이기에 거기까지 기대하기란 무리일 수도 있겠죠. 또한 화려하면서도 애잔했던 영화 ""물랑루즈""에 비해서는 극적인 내용이 덜하고, 그대로 뮤지컬을 옮겨냈지만 좀더 볼거리가 훨씬 더 많았던 ""시카고""에 비할 바는 아니지만 저들의 향수를 느끼고 함께 즐겨보기에는 꽤나 괜찮은 음악 영화였습니다.

꿈을 향해 나아가는 사람들의 성공과 좌절, 감동, 배신과 화해를 그린 영화였기에 사실상 주연은 비욘세 놀즈가 분한 디나 존스였지만 그를 무색케하는 에피 화이트(제니퍼 허드슨)의 노래와 연기는 이 영화 중에서 가장 반짝이는 보석과도 같았습니다. 그래서 그녀가 노래 중반부에 들려주는 ""And I'm telling you, I'm not going""은 디스코나 팝 발라드로 일관한 다른 곡들에 비해 빛을 발했지요. ""Patience""나 ""Listen""도 좋았습니다.

사실 우리가 흔히 듣는 대중음악은 시간상으로만 따져본다면 5분 안팎의 곡 안에서 모든 기승전결을 자아내는 장르입니다. 그런데 그런 곡들이 연이어 터져 나오며 영화의 스토리를 가사에 담아내어 현란할 정도로 쏟아내는 음악들을 듣고 있노라니 한번 올라간 엔돌핀이 떨어질 줄을 몰라 나도 모르게 박수를 치려 하다가도 주위의 뻘쭘한 분위기를 느끼고 발그레한 뺨을 진정시키기에 바빴습니다. 클라이맥스에 다다르고 나면 다시 새로운 곡으로 연신 쏘아대니 영화 상영 내내 혈압이 160까지 치솟는 느낌이더군요. -.- 이런, 음악이야기만 써댔군요. 나머지 줄거리나 감동은 직접 보시고 느껴보세요~

음악은 함께 울고 웃으며 가슴 떨리게 만들고 사랑할 수 있게도 슬프게도 만들며 마음을 전할 수 있는 것이라고 생각하는 분이시라면 꼭 한번 보세요. 꿈을 이루고 싶은 당신이라면 더욱 좋겠지요."
2007-03-09,Easy Start! 웹 개발 2.0 루비 온 레일스,『Easy Start! 웹 개발 2.0 루비 온 레일스』 포토 스케치!,http://www.acornpub.co.kr/blog/95,"드디어 조금 전에 따끈따끈한 신간『Easy Start! 웹 개발 2.0 루비 온 레일스』가 저희 손에 들어왔습니다.
에이콘 열혈 독자라면 눈치챌 『예제로 배우는 Adobe 플렉스 2』식 뒷표지입니다.
에이콘 대문 앞에서 기념사진 찰칵!
웹 프로페셔널 시리즈 여섯 권이 옹기종기 모두 모였습니다. 사랑스럽고나~!
특별부록으로 책 맨 뒷 부분에 ""레일스 명령어, 메소드 요약표""를 넣었습니다. 생각보다 '절취선'이 살짝 안쪽으로 들어가 있어서 자르실 때 아주 쪼끔 불편하실 수 있을 것 같기는 합니다만, 떼어내셔서 들고 다니시거나 벽에 붙여놓고 활용하시면 ""진짜 좋다!""라는 생각이 드실 겁니다. :D
잘 찾아보시면 제 이름도 나와있어요. 하하. ^^V 울 사장님 성함도 함께~ 이 책의 소스코드는 이미 모두 올려놓았으니 여기로 가셔서 다운로드 받아서 사용하세요.
얼굴에 송글송글 맺힌 땀방울 보이세요? 책 나르느라 함께 힘도 써주셨답니다. 옷에 달려있는 아이팟 셔플은 여친이 준 소중한 선물이라는.. :) 이 책을 영문판으로 내고 싶다는 대산님의 소망이 꼭 이뤄지길!
Java Language Specification (3/e) 한국어판』번역을 진행하고 계시는 NHN의 김형준 책임님도 들르신 김에 한컷! 그런데 주인공은 마치 황영주 대리인 듯!ㅎㅎ
책 만드느라 고생한 에이콘 편집팀 양석준씨와 황지영씨와도 기념 촬영!
""우와, 책 좋군요"" ""정말이군요!"" 아마 두 분이 이런 대화를 나누고 계신 듯. ㅎㅎ『조엘 온 소프트웨어』의 역자 박재호님도 오셔서 축하해주셨어요.
팬들의 요청에 싸인 중 싸인""연습""중인 저자 황대산님! 10분 동안 연습만 하셨다나..? Believe It or Not! 저도 방금 직접 대산님이 고맙다고 인사를 적은 책을 받았습니다. 감동이에요!! T^T 흑흑 오늘은 감동모드.

참,『웹 개발 2.0 루비 온 레일스』라는 멋진 제목을 지어주신 분께 감사의 말씀을 드려야겠습니다. 주인공은 바로 ""에이콘 웹 프로페셔널 시리즈 에디터""이자 최근 ""즐겁고 재미있는 서비스"" 미투데이로 웹 세상을 들썩이게 만들고 날마다 상한가를 올리고 계시는 더블트랙의 박수만님입니다. 좋은 추천글도 써주시고 멋진 제목도! 역시 시리즈 에디터다우십니다. 미투데이 화이팅! ^^*

마지막으로 한 마디 남깁니다.
작년 6월에 전화로 인사 나누고 처음 만나 좋은 책 써보자고 의기투합한 게 어언 9개월이에요. 그동안 한마디 한줄 글 다듬어내고 마지막까지 열심히 노력해주신 대산씨, 너무 고생 많았습니다. 정말 고마워요...! 우리 에이콘과의 소중한 인연 곱게 이어나가요~ ^^
이제 독자 여러분께서 사랑해주실 일만 남았군요. 두근두근... ;)"
2007-03-15,Easy Start! 웹 개발 2.0 루비 온 레일스,블로터닷넷에 뜬 에이콘 레일스 신간과 미투데이 기사,http://www.acornpub.co.kr/blog/98,"블로그 기반 온라인 미디어인 블로터닷넷 헤드라인 기사에 저희 신간 『Easy Start! 웹 개발 2.0 루비 온 레일스』기사가 게재되었습니다. 루비 온 레일스로 서비스를 구축한 더블트랙의 미투데이 사례와도 연계되어 기사화되었습니다.


요즘 저희 책을 무색하게 할 정도로 미투데이가 장안의 화제입니다. 올블로그 추천글 목록을 도배하다시피 하는 와중에 아류 서비스(?)까지 갑자기 등장해서 순식간에 바람몰이를 하고 있습니다. 

책이 됐든 서비스이든 어떤 완성된 제품을 만들어 고객에게 고스란히 전달하기까지는 꽤 어려운 고충과 인고의 과정이 필요합니다. 언젠가 제가 블로그에서 언급한 이야기이기도 하지만, 컬럼부스의 삶은 달걀이나 알렉산더가 단칼에 잘라버린 고르디온의 매듭을 언급하지 않더라도 첫 시도라는 것은 여러 의미에서 매우 중요합니다. 저희 출판사가 불모지였던 임베디드나 웹 표준 서적에 과감히 출사표를 내던졌던 것도 마찬가지였겠지요. ;) 

책을 평가하는 사람은 저희가 아닙니다. 저희는 그저 할 수 있는 최선을 다해 책을 만들고 최대한의 정보를 제공할 뿐이고, 책에 대한 올곧은 평가는 독자가 내립니다. 화젯거리를 만들어 단박에 사람들의 화두에 오르내리기는 그다지 어려운 일이 아닐 겁니다. 단번에 내달음을 치고 달려 나갈 수도 있습니다. 하지만 세상은 한 걸음 한 걸음 우직하게 내딛는 자들의 것이라고 믿고 싶습니다. 뜻하지 않게 발에 채이는 돌부리를 비껴가느라 마음이 급할 텐데도, 자신들이 그려놓은 청사진을 실현하기 위해 당당하게 한 걸음씩 내딛는 미투데이의 행보에 저희 에이콘도 힘을 실어드립니다.

※ 『Easy Start! 웹 개발 2.0 루비 온 레일스』책을 열심히 만들고자 노력했는데 몇 가지 오류들을 독자분께서 발견해서 알려주셨습니다. 내용을 확인 후에 이 책 도서정보 페이지의 정오표 항목에 올리고 있습니다. 독자분께서 내용을 이해하시는 데 불편함이 없도록 최대한 노력하겠습니다! 책에 대해 궁금한 사항이 있으시면 오류 신고나 토론방에 올려주시면 답변 해드리겠습니다."
2007-03-30,인사이드 머신: 그림으로 배우는 컴퓨터 아키텍처와 마이크로프로세서,『인사이드 머신』재미있게 읽고 쉽게 배우자!,http://www.acornpub.co.kr/blog/106,"이 책 『인사이드 머신: 그림으로 배우는 컴퓨터 아키텍처와 마이크로프로세서』는 우리처럼 실제 프로세서가 어떻게 동작하는지 궁금해하는 사람들을 위해 쓰여졌다.

아마도 세상에서 가장 단순한 가상의 프로세서인 DLW-1으로 시작해서 1990년대의 펜티엄 계열의 프로세서와 파워PC 프로세서를 거쳐 출시된 지 얼마 안된 코어 2 듀오 프로세서에 이르기까지, 저자는 배경지식이 없는 초보자도 쉽게 이해할 수 있도록 수많은 프로세서의 동작 원리에 대해 친절하게 알려준다. 이 과정을 통해 여러분은 그 좋다는 파워PC 프로세서가 언젠가부터 왜 사라지기 시작했는지, 요즘 들어 프로세서의 클럭 속도는 왜 예전처럼 빨라지지 않는지에 대한 근본적인 이유를 알 수 있게 된다. 

이 책이 나오기 전까지는 이 정도의 지식을 얻기 위해 수십 편의 논문을 읽고 고민해야 했었던 난제를 풀어주고 있는 것이다.             
- 옮긴이의 말 중에서
서울대 컴공과 대학 동기로 나란히 지금 UC 산디에고에서 공부 중인 역자 전동환, 안익진 님 고생 많으셨습니다. 전동환 님은 에이콘의 스테디 셀러인『RTOS를 이용한 임베디드 시스템 디자인』『임베디드 시스템 펌웨어 분석』『GREAT CODE : 제1권 하드웨어의 이해』등을 번역하신 임베디드 및 프로그래밍 분야의 특급 역자로서 이번에도 미국에서 구글닥스, PDF 파일 교환 등 더욱 진보된(!) 방법으로 번역을 진행하며 좋은 책 만드는 데 일조해주셨습니다. (전동환님 동생분은 지금 아침 6시 45분 MBC 뉴스를 진행하고 계시는 전종환 아나운서라고 합니다. 아침 잠이 많은 관계로 아직 한번도 못봤는데 곧 한번 볼게요! -0-)

막판 마무리때는 지구 한 바퀴를 돌아 낮밤을 교대로 24시간 풀 가동으로 진행했던지라 효율도 높았지요. 무엇보다도 좋은 문장으로 원고의 품질을 높여주시고 꼼꼼하게 작업해주신 역자분께 감사합니다.

자, 이제 미투데이에서 프리버즈님도 탐을 냈던 하드웨어 그림책 등장입니다. :)
임베디드 시리즈 광고도 알록달록 아기자기하게~

프로세서 구조를 다루는 많은 책들이 있어 왔지만, 근래에 보기 드문 좋은 책이 나왔다. 이 책은 자세하고 멋진 일러스트레이션과 함께 프로세서가 동작하는 구조를 아주 명쾌하게 설명하고 있다. 
물론 이 책은 기본적으로 프로세서를 설계할 전공자들이 봐야 할 책이다. 하지만 그저 책을 훑어 읽어 내려가는 것만으로 프로세서 구조와 동작을 쉽게 이해할 수 있기 때문에 프로세서 설계와 관계 없는 소프트웨어 개발자도 이 책을 보면 많은 도움을 받을 수 있을 것이다.
- 성원호 / 임베디드 시리즈 에디터컴퓨터 아키텍처와의 즐겁고 재미있는 여행, 여러분께 추천합니다!"
